Name,Lat,Lng,Color
"Florida City, FL",25.4478898,-80.47922369999999,2
"Fort Lauderdale, FL",26.0742344,-80.1506022,0
"Fort Myers, FL",26.640628,-81.8723084,3
"Fort Myers Bch, FL",26.4520248,-81.948145,3
"Fort Myers Beach, FL",26.4520248,-81.948145,1
"Fort Pierce, FL",27.4467056,-80.3256056,0
"Ft Myers, FL",26.640628,-81.8723084,0
"Ft Myers Bch, FL",26.4520248,-81.948145,1
"Ft Myers Beach, FL",26.4520248,-81.948145,0
"Ft Myers St, FL",26.6376545,-81.87048539999999,1
"Ft Myres, FL",26.640628,-81.8723084,2
"Ft Pierce, FL",27.4467056,-80.3256056,2
"Ft. Pierce, FL",27.4467056,-80.3256056,0
"Glen Ridge, FL",26.6695108,-80.07420859999999,1
"Golden Gate, FL",26.1878667,-81.6950853,1
"Green Acres, FL",26.6276276,-80.1353896,2
"Green Acres City, FL",26.6276276,-80.1353896,1
"Greenacres, FL",26.6276276,-80.1353896,2
"Gulf Stream, FL",26.4936835,-80.05504169999999,0
"Gulfstream, FL",26.4936835,-80.05504169999999,1
"Hallandale, FL",25.9812024,-80.14837899999999,2
"Haverhill, FL",26.6911767,-80.12004329999999,2
"Hial;Eah, FL",25.8575963,-80.2781057,0
"Hialeah, FL",25.8575963,-80.2781057,3
"Hialeah
Gardens, FL",25.8650961,-80.3244957,0
"Hialeah Gardens, FL",25.8650961,-80.3244957,3
"Hieleah, FL",25.8575963,-80.2781057,2
"Highland Bch, FL",26.3995204,-80.0655977,3
"Highland Beach, FL",26.3995204,-80.0655977,0
"Hillsboro Beach, FL",26.2939687,-80.07893179999999,3
"Hobe Sound, FL",27.059498,-80.1364323,3
"Hollywood, FL",26.0112014,-80.1494901,0
"Homestead, FL",25.4687224,-80.4775569,3
"Hypoluxo, FL",26.5664588,-80.0533748,2
"Immokalee, FL",26.4185248,-81.4174057,2
"Indian Creek
Village, FL",25.8776393,-80.13583419999999,1
"Islamorada, FL",24.9242943,-80.62783639999999,1
"Jensen Bch, FL",27.2544906,-80.22976969999999,0
"Jensen Beach, FL",27.2544906,-80.22976969999999,2
"Juno Bch, FL",26.8797819,-80.0533743,3
"Juno Beach, FL",26.8797819,-80.0533743,1
"Jupiter, FL",26.9342246,-80.0942087,3
"Jupiter Island, FL",27.0314437,-80.1014311,2
"Kendall, FL",25.6660336,-80.357827,3
"Key Biscayne, FL",25.693713,-80.1628248,0
"Key Largo, FL",25.0865151,-80.4472802,2
"Key West, FL",24.5550593,-81.7799871,3
"Labelle, FL",26.7617322,-81.4384092,3
"Lake Clarke Shores, FL",26.6453449,-80.0758754,3
"Lake Park, FL",26.8003398,-80.0664305,0
"Lake Suzy, FL",27.0429865,-82.0422998,1
"Lake Worth, FL",26.6167555,-80.0684479,3
"Lakeland, FL",28.0394654,-81.9498042,0
"Lakes Of Delray, FL",26.4519369,-80.13471899999999,0
"Lantana, FL",26.5867358,-80.05198589999999,1
"Lauderdale By The Sea, FL",26.192028,-80.0964326,3
"Lauderdale La, FL",26.1987992,-80.11080319999999,0
"Lauderdale Lakes, FL",26.1664736,-80.2083806,0
"Lauderhill, FL",26.1403635,-80.2133808,1
"Lehigh Acres, FL",26.6253497,-81.6248026,2
"Leisure City, FL",25.4953878,-80.42922229999999,0
"Lighthouse Point, FL",26.275636,-80.08726539999999,2
"Loxahatchee, FL",26.771624,-80.238888,2
"Maimi, FL",25.7616798,-80.1917902,3
"Manalapan, FL",26.5692364,-80.0447635,3
"Mangonia Park, FL",26.760341,-80.0736529,0
"Marathon, FL",24.726026,-81.0446262,0
"Marathon Shores, FL",24.7256965,-81.0484058,1
"Marco Is, FL",25.9397412,-81.70753549999999,3
"Marco Isl, FL",25.9397412,-81.70753549999999,0
"Marco Island, FL",25.9397412,-81.70753549999999,2
"Margate, FL",26.2445263,-80.206436,0
"Medley, FL",25.8406526,-80.3264404,2
"Miami, FL",25.7616798,-80.1917902,0
"Miami
Gardens, FL",25.9420377,-80.2456045,3
"Miami
Shores, FL",25.8631515,-80.1928253,1
"Miami
Springs, FL",25.8223198,-80.289495,1
"Miami Beach, FL",25.790654,-80.1300455,2
"Miami Gardens, FL",25.9420377,-80.2456045,1
"Miami Lakes, FL",25.9087056,-80.30866189999999,0
"Miami Shores, FL",25.8631515,-80.1928253,0
"Miami Springs, FL",25.8223198,-80.289495,3
"Miami-Dade, FL",25.5516034,-80.6326916,0
"Miami`, FL",25.7616798,-80.1917902,3
"Miramar, FL",25.9860762,-80.30356019999999,0
"Miromar Lakes, FL",26.4793789,-81.7801826,3
"N Fort Myers, FL",26.6672935,-81.8800861,0
"N Ft Myers, FL",26.6672935,-81.8800861,1
"N Hutchinson Island, FL",27.6503152,-80.363081,3
"N Miami
Beach, FL",25.9331488,-80.1625463,1
"N Palm Bch, FL",26.8171165,-80.0590804,1
"Naples, FL",26.1420358,-81.7948103,1
"Naranja, FL",25.5181647,-80.4228332,2
"North Bay, FL",25.8462074,-80.1539351,3
"North Bay
Village, FL",25.8462074,-80.1539351,1
"North Bay Village, FL",25.8462074,-80.1539351,0
"North Fort Myers, FL",26.6672935,-81.8800861,3
"North Ft Myers, FL",26.6672935,-81.8800861,2
"North Lauderdale, FL",26.217305,-80.2258811,2
"North Mami, FL",25.8900949,-80.1867138,1
"North Miami, FL",25.8900949,-80.1867138,3
"North Miami
Beach, FL",25.9331488,-80.1625463,1
"North Miami Beach, FL",25.9331488,-80.1625463,3
"North Miamii, FL",25.8900949,-80.1867138,3
"North Palm Bch, FL",26.8171165,-80.0590804,0
"North Palm Beach, FL",26.8171165,-80.0590804,2
"North Port, FL",27.044224,-82.2359254,1
"Oakland Park, FL",26.1723065,-80.1319893,0
"Ocean Ridge, FL",26.5270157,-80.0483747,3
"Okeechobee, FL",27.2439349,-80.82978279999999,0
"Opa Locka, FL",25.9023168,-80.25032709999999,1
"Opa-Locka, FL",25.9023168,-80.25032709999999,2
"Opalocka, FL",25.9023168,-80.25032709999999,1
"Pahokee, FL",26.8200607,-80.665335,0
"Palm Beach, FL",26.7056206,-80.0364297,3
"Palm Beach Gardens, FL",26.8396096,-80.1019144,2
"Palm Beach Gdns, FL",26.8396096,-80.1019144,3
"Palm Beach Shores, FL",26.7781183,-80.0355962,0
"Palm City, FL",27.1678268,-80.2661591,2
"Palm Spgs, FL",26.6359009,-80.0961538,1
"Palm Springs, FL",26.6359009,-80.0961538,2
"Palmetto Bay, FL",25.6217715,-80.3247748,3
"Parkland, FL",26.3107774,-80.25322489999999,3
"Pembroke Park, FL",25.9847308,-80.1752738,0
"Pembroke Pines, FL",26.007765,-80.2962555,1
"Perrine, FL",25.5998322,-80.35507659999999,0
"Pinecrest, FL",25.6622835,-80.3070395,2
"Placida, FL",26.8339094,-82.2624037,1
"Plantation, FL",26.1275862,-80.23310359999999,3
"Plantation Key, FL",24.9854603,-80.54662290000002,2
"Pompano Beach, FL",26.2378597,-80.1247667,1
"Port Charlotte, FL",26.9761707,-82.09064479999999,2
"Port Saint Lucie, FL",27.2730492,-80.3582261,0
"Port St Lucie, FL",27.2730492,-80.3582261,2
"Port St Luice, FL",27.2730492,-80.3582261,3
"Port St. Lucie, FL",27.2730492,-80.3582261,0
"Princeton, FL",25.5384417,-80.40894399999999,3
"Pt Charlotte, FL",26.9761707,-82.09064479999999,1
"Pt St Lucie, FL",27.2730492,-80.3582261,2
"Punta Gorda, FL",26.9297836,-82.0453664,1
"Punta Gorda Isles, FL",26.917562,-82.07842269999999,2
"Richmond
Heights, FL",25.6317102,-80.36856949999999,0
"Riviera Bch, FL",26.7753405,-80.0580969,0
"Riviera Beach, FL",26.7753405,-80.0580969,2
"Royal Palm Bch, FL",26.7083984,-80.2306019,3
"Royal Palm Beach, FL",26.7083984,-80.2306019,3
"Royal Plm Beach, FL",26.7083984,-80.2306019,0
"S Palm Bch, FL",26.7056206,-80.0364297,1
"Saint Lucie, FL",27.499208,-80.34219840000002,3
"Sanibel, FL",26.4489695,-82.0223137,0
"Sanibel Isl, FL",26.4433972,-82.1115119,1
"Sanibel Island, FL",26.4433972,-82.1115119,2
"Shores, FL",27.862801,-82.84843730000001,1
"Singer Isl, FL",26.7850625,-80.03754080000002,2
"Singer Island, FL",26.7850625,-80.03754080000002,3
"Singer Island Rivier, FL",26.7850625,-80.03754080000002,0
"South Immokalee, FL",26.4185248,-81.4174057,1
"South Miami, FL",25.7050697,-80.2907618,2
"South Palm Bch, FL",26.588958,-80.0386522,1
"South Palm Beach, FL",26.588958,-80.0386522,2
"Southwest Ranches, FL",26.0441352,-80.33759859999999,1
"St Lucie West, FL",27.3243007,-80.3992652,0
"Stock Island, FL",24.5734511,-81.7408872,3
"Stuart, FL",27.197548,-80.2528257,3
"Stuart-Hutchinson Is, FL",27.197548,-80.2528257,0
"Sunny Isles, FL",25.9428707,-80.1233802,2
"Sunny Isles
Beach, FL",25.9428707,-80.1233802,2
"Sunny Isles Beach, FL",25.9428707,-80.1233802,3
"Sunrise, FL",26.1669711,-80.25659499999999,3
"Surfside, FL",25.8784284,-80.12560069999999,0
"Sweetwater, FL",25.789804,-80.3766269,0
"Tamarac, FL",26.2128609,-80.2497707,3
"Tavernier, FL",25.0115186,-80.51506080000001,0
"Tequesta, FL",26.9636401,-80.1121493,3
"Upper Key Largo, FL",25.0865151,-80.4472802,1
"Village Of, FL",28.927019,-82.0037608,1
"Village Of
Palmetto Bay, FL",25.6217715,-80.3247748,2
"Virginia, FL",25.8103758,-80.3022732,0
"Virginia
Gardens, FL",25.8103758,-80.3022732,1
"Vlg Of
Palmetto Bay, FL",25.6217715,-80.3247748,2
"W Palm Beach, FL",26.7153424,-80.0533746,1
"Wellington, FL",26.6617635,-80.2683571,1
"Wesley Chapel, FL",28.1983135,-82.3304509,1
"West Miami, FL",25.7560648,-80.29567109999999,0
"West Naples, FL",26.231662,-81.798615,2
"West Palm Bch, FL",26.7153424,-80.0533746,2
"West Palm Beach, FL",26.7153424,-80.0533746,0
"West Park, FL",25.9846068,-80.20255829999999,1
"Weston, FL",26.1003654,-80.3997748,1
"Wilton Manors, FL",26.1603626,-80.13893399999999,0
"Windley Key, FL",24.9545878,-80.59244489999999,2
