Name,Lat,Lng,Color
"Lake Placid, FL",27.2930999,-81.3628502,0
"Lakeland, FL",28.0394654,-81.9498042,3
"Lakewood Ranch, FL",27.4117037,-82.4285151,2
"Land O Lakes, FL",28.2188992,-82.45759380000001,0
"Land O' Lakes, FL",28.2188992,-82.45759380000001,2
"Land O'Lakes, FL",28.2188992,-82.45759380000001,0
"Largo, FL",27.9094665,-82.7873244,2
"Lido Bch, FL",27.3110574,-82.57720379999999,2
"Lido Beach, FL",27.3110574,-82.57720379999999,3
"Lithia, FL",27.8187623,-82.1496049,2
"Long Boat Key, FL",27.4125417,-82.6589881,1
"Longboat Key, FL",27.4125417,-82.6589881,1
"Lutz, FL",28.1511243,-82.4614831,2
"Madeira Bch, FL",27.7980814,-82.79732469999999,0
"Madeira Beach, FL",27.7980814,-82.79732469999999,1
"Madeiria Beach, FL",27.7980814,-82.79732469999999,2
"Maderia Bch, FL",27.7980814,-82.79732469999999,3
"Madiera Bch, FL",27.7980814,-82.79732469999999,0
"Mexico Beach, FL",29.9479833,-85.4179766,1
"N Reddington Bch, FL",27.8161361,-82.8206587,1
"N Redington Bch, FL",27.8161361,-82.8206587,2
"N Seminole, FL",27.8397466,-82.79121339999999,3
"New Port Richey, FL",28.2441768,-82.7192671,0
"New Port Richy, FL",28.2441768,-82.7192671,1
"Nokomis, FL",27.1192213,-82.4442629,3
"North Port, FL",27.044224,-82.2359254,0
"North Redington Bch, FL",27.8161361,-82.8206587,1
"North Redington Beac, FL",27.8161361,-82.8206587,2
"Northport, FL",27.044224,-82.2359254,2
"Odessa, FL",28.1793926,-82.5579537,0
"Oldsmar, FL",28.0341847,-82.6650992,3
"Osprey, FL",27.1961627,-82.4903748,3
"Palm Harbor, FL",28.0780718,-82.7637127,3
"Palm Harbour, FL",28.0780718,-82.7637127,1
"Palmetto, FL",27.5214269,-82.57231929999999,1
"Parrish, FL",27.5877496,-82.4254998,2
"Pass A Grille Beach, FL",27.6956855,-82.7367372,2
"Pinellas Park, FL",27.8428025,-82.6995443,3
"Plant City, FL",28.0186323,-82.1128641,2
"Port Richey, FL",28.2716755,-82.71954509999999,3
"Redington Bch, FL",27.8086364,-82.81121399999999,2
"Redington Beach, FL",27.8086364,-82.81121399999999,0
"Redington Shores, FL",27.8261357,-82.82899230000001,1
"Riverview, FL",27.8661364,-82.32648089999999,1
"Ruskin, FL",27.7208633,-82.4331495,2
"S Pasadena, FL",27.7550276,-82.73760089999999,2
"Safety Harbor, FL",27.9908529,-82.6931553,3
"Saint Leo, FL",28.3372251,-82.2584191,0
"Saint Petersburg, FL",27.7676008,-82.64029149999999,1
"Saint Petersburg Bch, FL",27.7428134,-82.7504542,2
"San Antonio, FL",28.3361142,-82.2745307,1
"Sand Key, FL",27.9591133,-82.8277083,3
"Sarasota, FL",27.3364347,-82.53065269999999,3
"Saraspta, FL",27.3364347,-82.53065269999999,0
"Sarsota, FL",27.3364347,-82.53065269999999,1
"Seabring, FL",27.495592,-81.440907,1
"Sebring, FL",27.495592,-81.440907,3
"Seffner, FL",27.9836329,-82.27564679999999,1
"Seminole, FL",27.8397466,-82.79121339999999,1
"Siesta Key, FL",27.2669722,-82.54634399999999,2
"South Pasadena, FL",27.7550276,-82.73760089999999,0
"Spring Hill, FL",28.4831682,-82.5369872,1
"Springhill, FL",28.4831682,-82.5369872,2
"St Leo, FL",28.3372251,-82.2584191,3
"St Pete Bch, FL",27.7428134,-82.7504542,2
"St Pete Beach, FL",27.7428134,-82.7504542,3
"St Peterburg, FL",27.7676008,-82.64029149999999,0
"St Peteresburg, FL",27.7676008,-82.64029149999999,2
"St Peters Bch, FL",27.7428134,-82.7504542,1
"St Petersburg, FL",27.7676008,-82.64029149999999,1
"St Petersburg Bch, FL",27.7428134,-82.7504542,3
"St. Leo, FL",28.3372251,-82.2584191,0
"St. Petersburg, FL",27.7676008,-82.64029149999999,3
"St.Pete Beach, FL",27.7428134,-82.7504542,1
"Sumterville, FL",28.7449901,-82.063418,0
"Sun City, FL",27.718086,-82.351759,3
"Sun City Center, FL",27.718086,-82.351759,0
"Tampa, FL",27.950575,-82.4571776,3
"Tarpon Spgs, FL",28.1461248,-82.7567679,0
"Tarpon Springs, FL",28.1461248,-82.7567679,2
"Temple Terrace, FL",28.0352964,-82.3892596,0
"Terra Verde, FL",27.6919746,-82.7234337,0
"The Villages, FL",28.927019,-82.0037608,2
"Thonotosassa, FL",28.0614065,-82.3023128,1
"Tierra Verde, FL",27.6919746,-82.7234337,1
"Town Of Longboat, FL",27.3681515,-82.6261571,3
"Treasure Island, FL",27.7691937,-82.7689906,3
"Treasure Isle, FL",27.7691937,-82.7689906,0
"Trinity, FL",28.1808458,-82.6817662,1
"Valrico, FL",27.9462615,-82.2420317,2
"Venice, FL",27.0997775,-82.4542632,1
"Venice Island, FL",27.0845655,-82.4337601,0
"Wauchula, FL",27.5472589,-81.8114715,3
"Webster, FL",28.6099949,-82.0550827,3
"Wesley Chapel, FL",28.1983135,-82.3304509,2
"West Bradenton, FL",27.5025384,-82.61398679999999,2
"West Melbourne, FL",28.0716832,-80.65338779999999,1
"Wildwood, FL",28.865264,-82.03897429999999,0
"Ybor City, FL",27.9645757,-82.42595179999999,2
"Zephryhills, FL",28.2336196,-82.18119469999999,2
"Zephyrhills, FL",28.2336196,-82.18119469999999,3
