District,City,State,Zip,County
Orlando,Indian River Shores,FL,32963,Indian River
Orlando,Indian Rivers Shores,FL,32963,Indian River
Orlando,Orchid,FL,32963,Indian River
Orlando,Sebastian,FL,32958,Indian River
Orlando,Sebastian,FL,33958,Indian River
Orlando,Vero Bch,FL,32962,Indian River
Orlando,Vero Bch,FL,32963,Indian River
Orlando,Vero Bch,FL,32960,Indian River
Orlando,Vero Beach,FL,32960,Indian River
Orlando,Vero Beach,FL,32963,Indian River
Orlando,Vero Beach,FL,32967,Indian River
Orlando,Vero Beach,FL,32966,Indian River
Orlando,Vero Beach,FL,32961,Indian River
Orlando,Vero Beach,FL,32968,Indian River
Orlando,Vero Beach,FL,32962,Indian River
Orlando,Altoona,FL,32702,Lake
Orlando,Clermont,FL,34711,Lake
Orlando,Clermont,FL,34715,Lake
Orlando,Clermont,FL,32711,Lake
Orlando,Clermont,FL,34714,Lake
Orlando,Clermont,FL,34771,Lake
Orlando,Clermont,FL,34712,Lake
Orlando,Eustis,FL,32726,Lake
Orlando,Eustis,FL,32727,Lake
Orlando,Eustis,FL,32736,Lake
Orlando,Groveland,FL,32736,Lake
Orlando,Groveland,FL,34736,Lake
Orlando,Lady Lake,FL,32159,Lake
Orlando,Lady Lake,FL,32659,Lake
Orlando,Leesburg,FL,34748,Lake
Orlando,Leesburg,FL,34788,Lake
Orlando,Leesburg,FL,34749,Lake
Orlando,Leesburg,FL,32842,Lake
Orlando,Mascotte,FL,34753,Lake
Orlando,Minneola,FL,34715,Lake
Orlando,Minneola,FL,34755,Lake
Orlando,Minneola,FL,34711,Lake
Orlando,Montverde,FL,34756,Lake
Orlando,Mount Dora,FL,32757,Lake
Orlando,Mount Dora,FL,32756,Lake
Orlando,Mt Dora,FL,32757,Lake
Orlando,Sorrento,FL,32776,Lake
Orlando,Tavares,FL,32778,Lake
Orlando,Taveres,FL,32778,Lake
Orlando,The Villages,FL,32159,Lake
Orlando,Umatilla,FL,32784,Lake
Orlando,Tallahassee,FL,32302,Leon
Orlando,Bradenton,FL,34201,Manatee
Orlando,University Park,FL,34201,Manatee
Orlando,Belleview,FL,34420,Marion
Orlando,Ocala,FL,34475,Marion
Orlando,Ocala,FL,34471,Marion
Orlando,Ocala,FL,34470,Marion
Orlando,Ocala,FL,34478,Marion
Orlando,Ocala,FL,34474,Marion
Orlando,Ocala,FL,34482,Marion
Orlando,Ocala,FL,34472,Marion
Orlando,Ocala,FL,34481,Marion
Orlando,Ocala,FL,34477,Marion
Orlando,Ocala,FL,34473,Marion
Orlando,Ocala,FL,34479,Marion
Orlando,Ocala,FL,34476,Marion
Orlando,Ocala,FL,34480,Marion
Orlando,Ocala,FL,34771,Marion
Orlando,Apopka,FL,32703,Orange
Orlando,Apopka,FL,32712,Orange
Orlando,Apopka,FL,32704,Orange
Orlando,Belle Isle,FL,32809,Orange
Orlando,Clermont,FL,34711,Orange
Orlando,Clermont,FL,34712,Orange
Orlando,Eatonville,FL,32751,Orange
Orlando,Edgewood,FL,32809,Orange
Orlando,Fairview Shores,FL,32804,Orange
Orlando,Kissimmee,FL,34747,Orange
Orlando,Kissimmee,FL,34744,Orange
Orlando,Kissimmee,FL,32810,Orange
Orlando,Lake Buena Vista,FL,32830,Orange
Orlando,Lake Buena Vista,FL,32836,Orange
Orlando,Longwood,FL,32750,Orange
Orlando,Maitland,FL,32751,Orange
Orlando,Maitland,FL,32810,Orange
Orlando,New Smyrna Beach,FL,32168,Orange
Orlando,Oakland,FL,34787,Orange
Orlando,Ocoee,FL,34761,Orange
Orlando,Ocoee,FL,32761,Orange
Orlando,Ocoee,FL,94716,Orange
Orlando,Ocoee,FL,34716,Orange
Orlando,Oralndo,FL,32836,Orange
Orlando,Orange City,FL,32763,Orange
Orlando,Orlando,FL,32801,Orange
Orlando,Orlando,FL,32803,Orange
Orlando,Orlando,FL,32805,Orange
Orlando,Orlando,FL,32804,Orange
Orlando,Orlando,FL,32806,Orange
Orlando,Orlando,FL,32816,Orange
Orlando,Orlando,FL,32809,Orange
Orlando,Orlando,FL,32808,Orange
Orlando,Orlando,FL,32810,Orange
Orlando,Orlando,FL,32811,Orange
Orlando,Orlando,FL,32819,Orange
Orlando,Orlando,FL,32807,Orange
Orlando,Orlando,FL,32839,Orange
Orlando,Orlando,FL,32812,Orange
Orlando,Orlando,FL,32837,Orange
Orlando,Orlando,FL,32836,Orange
Orlando,Orlando,FL,32825,Orange
Orlando,Orlando,FL,32817,Orange
Orlando,Orlando,FL,32827,Orange
Orlando,Orlando,FL,32826,Orange
Orlando,Orlando,FL,32821,Orange
Orlando,Orlando,FL,32824,Orange
Orlando,Orlando,FL,32822,Orange
Orlando,Orlando,FL,32830,Orange
Orlando,Orlando,FL,32818,Orange
Orlando,Orlando,FL,32831,Orange
Orlando,Orlando,FL,32835,Orange
Orlando,Orlando,FL,32802,Orange
Orlando,Orlando,FL,32828,Orange
Orlando,Orlando,FL,32820,Orange
Orlando,Orlando,FL,32832,Orange
Orlando,Orlando,FL,32815,Orange
Orlando,Orlando,FL,32814,Orange
Orlando,Orlando,FL,32829,Orange
Orlando,Orlando,FL,34787,Orange
Orlando,Orlando,FL,32833,Orange
Orlando,Orlando,FL,33881,Orange
Orlando,Orlando,FL,32847,Orange
Orlando,Pine Castle,FL,32809,Orange
Orlando,Sanford,FL,32773,Orange
Orlando,Windemere,FL,34786,Orange
Orlando,Windermere,FL,34786,Orange
Orlando,Winter Garden,FL,34787,Orange
Orlando,Winter Garden,FL,34789,Orange
Orlando,Winter Garden,FL,-,Orange
Orlando,Winter Garden,FL,34797,Orange
Orlando,Winter Park,FL,32789,Orange
Orlando,Winter Park,FL,32792,Orange
Orlando,Winter Park,FL,32790,Orange
Orlando,Zellwood,FL,32798,Orange
Orlando,Celebration,FL,34747,Osceola
Orlando,Champions Gate,FL,33896,Osceola
Orlando,Champions Gate,FL,33837,Osceola
Orlando,Clermont,FL,34711,Osceola
Orlando,Davenport,FL,33896,Osceola
Orlando,Kissimme,FL,34746,Osceola
Orlando,Kissimmee,FL,34741,Osceola
Orlando,Kissimmee,FL,34744,Osceola
Orlando,Kissimmee,FL,34747,Osceola
Orlando,Kissimmee,FL,34746,Osceola
Orlando,Kissimmee,FL,32741,Osceola
Orlando,Kissimmee,FL,34745,Osceola
Orlando,Kissimmee,FL,34742,Osceola
Orlando,Kissimmee,FL,34758,Osceola
Orlando,Kissimmee,FL,34787,Osceola
Orlando,Kissimmee,FL,34759,Osceola
Orlando,Kissimmee,FL,34743,Osceola
Orlando,Orlando,FL,32847,Osceola
Orlando,Poinciana,FL,34758,Osceola
Orlando,Poinciana,FL,34759,Osceola
Orlando,Reunion,FL,34747,Osceola
Orlando,Saint Cloud,FL,34769,Osceola
Orlando,Saint Cloud,FL,34772,Osceola
Orlando,St Cloud,FL,34769,Osceola
Orlando,St. Cloud,FL,34769,Osceola
Orlando,St. Cloud,FL,34772,Osceola
Orlando,Boynton Bch,FL,33436,Palm Beach
Orlando,Boynton Beach,FL,33436,Palm Beach
Orlando,Delray Beach,FL,33436,Palm Beach
Orlando,Village Of Golf,FL,33436,Palm Beach
Orlando,Auburndale,FL,33823,Polk
Orlando,Bartow,FL,33830,Polk
Orlando,Bartow,FL,33831,Polk
Orlando,Champions Gate,FL,33896,Polk
Orlando,Davenport,FL,33897,Polk
Orlando,Davenport,FL,33837,Polk
Orlando,Davenport,FL,33896,Polk
Orlando,Haines City,FL,33844,Polk
Orlando,Hains City,FL,33844,Polk
Orlando,Kissimmee,FL,34759,Polk
Orlando,Lake Wales,FL,33853,Polk
Orlando,Lake Wales,FL,33859,Polk
Orlando,Mulberry,FL,33860,Polk
Orlando,Poinciana,FL,34759,Polk
Orlando,Reunion,FL,34747,Polk
Orlando,Winter Haven,FL,33881,Polk
Orlando,Winter Haven,FL,33880,Polk
Orlando,Winter Haven,FL,33884,Polk
Orlando,Winter Haven,FL,33882,Polk
Orlando,Winter Haven,FL,33888,Polk
Orlando,Palatka,FL,32117,Putnam
Orlando,Altamonte Spgs,FL,32701,Seminole
Orlando,Altamonte Spgs,FL,32714,Seminole
Orlando,Altamonte Springs,FL,32701,Seminole
Orlando,Altamonte Springs,FL,32714,Seminole
Orlando,Casselberry,FL,32707,Seminole
Orlando,Casselberry,FL,32730,Seminole
Orlando,Casselberry,FL,32708,Seminole
Orlando,Casselberry,FL,32718,Seminole
Orlando,Fern Park,FL,32730,Seminole
Orlando,Heathrow,FL,32746,Seminole
Orlando,Kissimmee,FL,32771,Seminole
Orlando,Lake Mary,FL,32746,Seminole
Orlando,Lake Mary,FL,32795,Seminole
Orlando,Lake Mary,FL,32476,Seminole
Orlando,Longwood,FL,32750,Seminole
Orlando,Longwood,FL,32779,Seminole
Orlando,Oviedo,FL,32765,Seminole
Orlando,Sanford,FL,32771,Seminole
Orlando,Sanford,FL,32773,Seminole
Orlando,Sanford,FL,32772,Seminole
Orlando,Sanford,FL,32271,Seminole
Orlando,Winter Park,FL,32789,Seminole
Orlando,Winter Spgs,FL,32708,Seminole
Orlando,Winter Springs,FL,32708,Seminole
Orlando,Vero Beach,FL,34981,St. Lucie
Orlando,The Villages,FL,32159,Sumter
Orlando,Daytona Beach,FL,32114,Union
Orlando,Daytona,FL,32114,Volusia
Orlando,Daytona Bch,FL,32114,Volusia
Orlando,Daytona Bch,FL,32118,Volusia
Orlando,Daytona Bch,FL,32117,Volusia
Orlando,Daytona Bch,FL,32174,Volusia
Orlando,Daytona Bch,FL,32124,Volusia
Orlando,Daytona Bch,FL,32119,Volusia
Orlando,Daytona Bch Shores,FL,32118,Volusia
Orlando,Daytona Bch Shores,FL,32114,Volusia
Orlando,Daytona Beach,FL,32114,Volusia
Orlando,Daytona Beach,FL,32118,Volusia
Orlando,Daytona Beach,FL,32117,Volusia
Orlando,Daytona Beach,FL,32119,Volusia
Orlando,Daytona Beach,FL,32124,Volusia
Orlando,Daytona Beach,FL,32120,Volusia
Orlando,Daytona Beach,FL,32822,Volusia
Orlando,Daytona Beach Shores,FL,32118,Volusia
Orlando,Daytona Beach Shores,FL,32121,Volusia
Orlando,Daytona Beach Shores,FL,32114,Volusia
Orlando,Debary,FL,32713,Volusia
Orlando,Deland,FL,32724,Volusia
Orlando,Deland,FL,32720,Volusia
Orlando,Deland,FL,32721,Volusia
Orlando,Deland,FL,32723,Volusia
Orlando,Deltona,FL,32725,Volusia
Orlando,Deltona,FL,32738,Volusia
Orlando,Edgewater,FL,32132,Volusia
Orlando,Edgewater,FL,32141,Volusia
Orlando,Enterprise,FL,32725,Volusia
Orlando,Holly Hill,FL,32117,Volusia
Orlando,Lake Helen,FL,32744,Volusia
Orlando,New Smyrna Bch,FL,32168,Volusia
Orlando,New Smyrna Bch,FL,32169,Volusia
Orlando,New Smyrna Beach,FL,32169,Volusia
Orlando,New Smyrna Beach,FL,32168,Volusia
Orlando,Orange City,FL,32763,Volusia
Orlando,Ormond Bch,FL,32176,Volusia
Orlando,Ormond Bch,FL,32174,Volusia
Orlando,Ormond Beach,FL,32176,Volusia
Orlando,Ormond Beach,FL,32174,Volusia
Orlando,Ormond By The Sea,FL,32174,Volusia
Orlando,Ormond By The Sea,FL,32176,Volusia
Orlando,Ormond By The Sea Bc,FL,32176,Volusia
Orlando,Osteen,FL,32764,Volusia
Orlando,Pierson,FL,32180,Volusia
Orlando,Ponce Inlet,FL,32127,Volusia
Orlando,Ponce Inlet,FL,32000,Volusia
Orlando,Port Orange,FL,32127,Volusia
Orlando,Port Orange,FL,32119,Volusia
Orlando,Port Orange,FL,32129,Volusia
Orlando,Port Orange,FL,32128,Volusia
Orlando,S Daytona Bch,FL,32119,Volusia
Orlando,South Daytona,FL,32119,Volusia
Orlando,West Melbourne,FL,32904,Volusia
Orlando,Pinecrest,FL,32765,
