Name,Lat,Lng,Color
"Titusville, FL",28.6122187,-80.8075537,1
"Titusville, FL",28.6122187,-80.8075537,2
"Titusville, FL",28.6122187,-80.8075537,3
"Titusville, FL",28.6122187,-80.8075537,0
"Viera, FL",28.2666258,-80.7290559,1
"Viera, FL",28.2666258,-80.7290559,2
"West Melbourne, FL",28.0716832,-80.6533878,3
"Neptune Bch, FL",30.311908,-81.3964734,0
"Neptune Beach, FL",30.311908,-81.3964734,1
"Bunnell, FL",29.4660863,-81.2578416,2
"Flagler Bch, FL",29.4749754,-81.1270035,3
"Flagler Beach, FL",29.4749754,-81.1270035,0
"Palm Coast, FL",29.5844524,-81.2078699,1
"Palm Coast, FL",29.5844524,-81.2078699,2
"Palm Coast, FL",29.5844524,-81.2078699,3
"Palm Coast, FL",29.5844524,-81.2078699,0
"Indialantic Beach, FL",28.0928549,-80.5664493,1
"Indian River Shores, FL",27.7166964,-80.3842173,2
"Indian Rivers Shores, FL",27.7166964,-80.3842173,3
"Orchid, FL",27.7728055,-80.4169956,0
"Sebastian, FL",27.816415,-80.4706078,1
"Sebastian, FL",27.816415,-80.4706078,2
"Vero Bch, FL",27.6386434,-80.3972736,3
"Vero Bch, FL",27.6386434,-80.3972736,0
"Vero Bch, FL",27.6386434,-80.3972736,1
"Vero Beach, FL",27.6386434,-80.3972736,2
"Vero Beach, FL",27.6386434,-80.3972736,3
"Vero Beach, FL",27.6386434,-80.3972736,0
"Vero Beach, FL",27.6386434,-80.3972736,1
"Vero Beach, FL",27.6386434,-80.3972736,2
"Vero Beach, FL",27.6386434,-80.3972736,3
"Vero Beach, FL",27.6386434,-80.3972736,0
"Altoona, FL",28.9658193,-81.6486855,1
"Clermont, FL",28.5494447,-81.7728543,2
"Clermont, FL",28.5494447,-81.7728543,3
"Clermont, FL",28.5494447,-81.7728543,0
"Clermont, FL",28.5494447,-81.7728543,1
"Clermont, FL",28.5494447,-81.7728543,2
"Clermont, FL",28.5494447,-81.7728543,3
"Eustis, FL",28.8527675,-81.6853534,0
"Eustis, FL",28.8527675,-81.6853534,1
"Eustis, FL",28.8527675,-81.6853534,2
"Groveland, FL",28.5580546,-81.8511889,3
"Groveland, FL",28.5580546,-81.8511889,0
"Lady Lake, FL",28.9174855,-81.9228604,1
"Lady Lake, FL",28.9174855,-81.9228604,2
"Leesburg, FL",28.810823,-81.8778582,3
"Leesburg, FL",28.810823,-81.8778582,0
"Leesburg, FL",28.810823,-81.8778582,1
"Leesburg, FL",28.810823,-81.8778582,2
"Mascotte, FL",28.5783313,-81.8867451,3
"Minneola, FL",28.5744441,-81.7461873,0
"Minneola, FL",28.5744441,-81.7461873,1
"Minneola, FL",28.5744441,-81.7461873,2
"Montverde, FL",28.6002769,-81.673964,3
"Mount Dora, FL",28.8024918,-81.644519,0
"Mount Dora, FL",28.8024918,-81.644519,1
"Mt Dora, FL",28.8024918,-81.644519,2
"Sorrento, FL",28.80777,-81.5636838,3
"Tavares, FL",28.8041579,-81.725632,0
"Taveres, FL",28.8041579,-81.725632,1
"The Villages, FL",28.927019,-82.0037608,2
"Umatilla, FL",28.9294316,-81.6656305,3
"Tallahassee, FL",30.4382559,-84.2807329,0
"Bradenton, FL",27.4989278,-82.5748194,1
"University Park, FL",25.7464895,-80.367553,2
"Belleview, FL",29.0552578,-82.0623105,3
"Ocala, FL",29.1871986,-82.1400923,0
"Ocala, FL",29.1871986,-82.1400923,1
"Ocala, FL",29.1871986,-82.1400923,2
"Ocala, FL",29.1871986,-82.1400923,3
"Ocala, FL",29.1871986,-82.1400923,0
"Ocala, FL",29.1871986,-82.1400923,1
"Ocala, FL",29.1871986,-82.1400923,2
"Ocala, FL",29.1871986,-82.1400923,3
"Ocala, FL",29.1871986,-82.1400923,0
"Ocala, FL",29.1871986,-82.1400923,1
"Ocala, FL",29.1871986,-82.1400923,2
"Ocala, FL",29.1871986,-82.1400923,3
"Ocala, FL",29.1871986,-82.1400923,0
"Ocala, FL",29.1871986,-82.1400923,1
"Apopka, FL",28.6934076,-81.5322149,2
"Apopka, FL",28.6934076,-81.5322149,3
"Apopka, FL",28.6934076,-81.5322149,0
"Belle Isle, FL",28.4731216,-81.3454417,1
"Clermont, FL",28.5494447,-81.7728543,2
"Clermont, FL",28.5494447,-81.7728543,3
"Eatonville, FL",28.6183364,-81.3858914,0
"Edgewood, FL",28.4867834,-81.3712852,1
"Fairview Shores, FL",28.5911114,-81.3942365,2
"Kissimmee, FL",28.2919557,-81.407571,3
"Kissimmee, FL",28.2919557,-81.407571,0
"Kissimmee, FL",28.2919557,-81.407571,1
"Lake Buena Vista, FL",28.3695351,-81.5261474,2
"Lake Buena Vista, FL",28.3695351,-81.5261474,3
"Longwood, FL",28.7030519,-81.3384011,0
"Maitland, FL",28.6277767,-81.3631244,1
"Maitland, FL",28.6277767,-81.3631244,2
"New Smyrna Beach, FL",29.0258191,-80.9269984,3
"Oakland, FL",28.5551762,-81.6280811,0
"Ocoee, FL",28.5691677,-81.5439619,1
"Ocoee, FL",28.5691677,-81.5439619,2
"Ocoee, FL",28.5691677,-81.5439619,3
"Ocoee, FL",28.5691677,-81.5439619,0
"Oralndo, FL",28.5383355,-81.3792365,1
"Orange City, FL",28.9488761,-81.2986741,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Orlando, FL",28.5383355,-81.3792365,1
"Orlando, FL",28.5383355,-81.3792365,2
"Orlando, FL",28.5383355,-81.3792365,3
"Orlando, FL",28.5383355,-81.3792365,0
"Pine Castle, FL",28.4719489,-81.3678477,1
"Sanford, FL",28.8028612,-81.269453,2
"Windemere, FL",28.4955593,-81.5347952,3
"Windermere, FL",28.4955593,-81.5347952,0
"Winter Garden, FL",28.5652787,-81.5861847,1
"Winter Garden, FL",28.5652787,-81.5861847,2
"Winter Garden, FL",28.5652787,-81.5861847,3
"Winter Garden, FL",28.5652787,-81.5861847,0
"Winter Park, FL",28.5999998,-81.3392352,1
"Winter Park, FL",28.5999998,-81.3392352,2
"Winter Park, FL",28.5999998,-81.3392352,3
"Zellwood, FL",28.7311059,-81.6011849,0
"Celebration, FL",28.3188815,-81.5407793,1
"Champions Gate, FL",28.2618525,-81.6178933,2
"Champions Gate, FL",28.2618525,-81.6178933,3
"Clermont, FL",28.5494447,-81.7728543,0
"Davenport, FL",28.1614046,-81.6017417,1
"Kissimme, FL",28.2919557,-81.407571,2
"Kissimmee, FL",28.2919557,-81.407571,3
"Kissimmee, FL",28.2919557,-81.407571,0
"Kissimmee, FL",28.2919557,-81.407571,1
"Kissimmee, FL",28.2919557,-81.407571,2
"Kissimmee, FL",28.2919557,-81.407571,3
"Kissimmee, FL",28.2919557,-81.407571,0
"Kissimmee, FL",28.2919557,-81.407571,1
"Kissimmee, FL",28.2919557,-81.407571,2
"Kissimmee, FL",28.2919557,-81.407571,3
"Kissimmee, FL",28.2919557,-81.407571,0
"Kissimmee, FL",28.2919557,-81.407571,1
"Orlando, FL",28.5383355,-81.3792365,2
"Poinciana, FL",28.1573736,-81.4709358,3
"Poinciana, FL",28.1573736,-81.4709358,0
"Reunion, FL",28.2802893,-81.6081299,1
"Saint Cloud, FL",28.2489016,-81.2811801,2
"Saint Cloud, FL",28.2489016,-81.2811801,3
"St Cloud, FL",28.2489016,-81.2811801,0
"St. Cloud, FL",28.2489016,-81.2811801,1
"St. Cloud, FL",28.2489016,-81.2811801,2
"Boynton Bch, FL",26.5317866,-80.0905465,3
"Boynton Beach, FL",26.5317866,-80.0905465,0
"Delray Beach, FL",26.4614625,-80.0728201,1
"Village Of Golf, FL",26.5025039,-80.1065646,2
"Auburndale, FL",28.0652975,-81.7886906,3
"Bartow, FL",27.8964147,-81.8431374,0
"Bartow, FL",27.8964147,-81.8431374,1
"Champions Gate, FL",28.2618525,-81.6178933,2
"Davenport, FL",28.1614046,-81.6017417,3
"Davenport, FL",28.1614046,-81.6017417,0
"Davenport, FL",28.1614046,-81.6017417,1
"Haines City, FL",28.1141841,-81.6178536,2
"Hains City, FL",28.1141841,-81.6178536,3
"Kissimmee, FL",28.2919557,-81.407571,0
"Lake Wales, FL",27.9014133,-81.5859099,1
"Lake Wales, FL",27.9014133,-81.5859099,2
"Mulberry, FL",27.8953038,-81.9734172,3
"Poinciana, FL",28.1573736,-81.4709358,0
"Reunion, FL",28.2802893,-81.6081299,1
"Winter Haven, FL",28.0222435,-81.7328567,2
"Winter Haven, FL",28.0222435,-81.7328567,3
"Winter Haven, FL",28.0222435,-81.7328567,0
"Winter Haven, FL",28.0222435,-81.7328567,1
"Winter Haven, FL",28.0222435,-81.7328567,2
"Palatka, FL",29.6485801,-81.6375819,3
"Altamonte Spgs, FL",28.6611089,-81.3656242,0
"Altamonte Spgs, FL",28.6611089,-81.3656242,1
"Altamonte Springs, FL",28.6611089,-81.3656242,2
"Altamonte Springs, FL",28.6611089,-81.3656242,3
"Casselberry, FL",28.677775,-81.3278455,0
"Casselberry, FL",28.677775,-81.3278455,1
"Casselberry, FL",28.677775,-81.3278455,2
"Casselberry, FL",28.677775,-81.3278455,3
"Fern Park, FL",28.6486372,-81.3513336,0
"Heathrow, FL",28.7728194,-81.3701881,1
"Kissimmee, FL",28.2919557,-81.407571,2
"Lake Mary, FL",28.7588833,-81.3178446,3
"Lake Mary, FL",28.7588833,-81.3178446,0
"Lake Mary, FL",28.7588833,-81.3178446,1
"Longwood, FL",28.7030519,-81.3384011,2
"Longwood, FL",28.7030519,-81.3384011,3
"Oviedo, FL",28.669997,-81.2081203,0
"Sanford, FL",28.8028612,-81.269453,1
"Sanford, FL",28.8028612,-81.269453,2
"Sanford, FL",28.8028612,-81.269453,3
"Sanford, FL",28.8028612,-81.269453,0
"Winter Park, FL",28.5999998,-81.3392352,1
"Winter Spgs, FL",28.6988853,-81.3081226,2
"Winter Springs, FL",28.6988853,-81.3081226,3
"Vero Beach, FL",27.6386434,-80.3972736,0
"The Villages, FL",28.927019,-82.0037608,1
"Daytona Beach, FL",29.2108147,-81.0228331,2
"Daytona, FL",29.2108147,-81.0228331,3
"Daytona Bch, FL",29.2108147,-81.0228331,0
"Daytona Bch, FL",29.2108147,-81.0228331,1
"Daytona Bch, FL",29.2108147,-81.0228331,2
"Daytona Bch, FL",29.2108147,-81.0228331,3
"Daytona Bch, FL",29.2108147,-81.0228331,0
"Daytona Bch, FL",29.2108147,-81.0228331,1
"Daytona Bch Shores, FL",29.1760933,-80.9828323,2
"Daytona Bch Shores, FL",29.1760933,-80.9828323,3
"Daytona Beach, FL",29.2108147,-81.0228331,0
"Daytona Beach, FL",29.2108147,-81.0228331,1
"Daytona Beach, FL",29.2108147,-81.0228331,2
"Daytona Beach, FL",29.2108147,-81.0228331,3
"Daytona Beach, FL",29.2108147,-81.0228331,0
"Daytona Beach, FL",29.2108147,-81.0228331,1
"Daytona Beach, FL",29.2108147,-81.0228331,2
"Daytona Beach Shores, FL",29.1760933,-80.9828323,3
"Daytona Beach Shores, FL",29.1760933,-80.9828323,0
"Daytona Beach Shores, FL",29.1760933,-80.9828323,1
"Debary, FL",28.8713443,-81.3289397,2
"Deland, FL",29.028318,-81.3031179,3
"Deland, FL",29.028318,-81.3031179,0
"Deland, FL",29.028318,-81.3031179,1
"Deland, FL",29.028318,-81.3031179,2
"Deltona, FL",28.9005446,-81.2636738,3
"Deltona, FL",28.9005446,-81.2636738,0
"Edgewater, FL",28.9888754,-80.9022758,1
"Edgewater, FL",28.9888754,-80.9022758,2
"Enterprise, FL",28.8629262,-81.2436227,3
"Holly Hill, FL",29.2435916,-81.0375555,0
"Lake Helen, FL",28.9808195,-81.2333936,1
"New Smyrna Bch, FL",29.0258191,-80.9269984,2
"New Smyrna Bch, FL",29.0258191,-80.9269984,3
"New Smyrna Beach, FL",29.0258191,-80.9269984,0
"New Smyrna Beach, FL",29.0258191,-80.9269984,1
"Orange City, FL",28.9488761,-81.2986741,2
"Ormond Bch, FL",29.2858129,-81.0558894,3
"Ormond Bch, FL",29.2858129,-81.0558894,0
"Ormond Beach, FL",29.2858129,-81.0558894,1
"Ormond Beach, FL",29.2858129,-81.0558894,2
"Ormond By The Sea, FL",29.3491449,-81.0664455,3
"Ormond By The Sea, FL",29.3491449,-81.0664455,0
"Ormond By The Sea Bc, FL",29.3491449,-81.0664455,1
"Osteen, FL",28.8461019,-81.1625612,2
"Pierson, FL",29.2394229,-81.4656252,3
"Ponce Inlet, FL",29.0963729,-80.9369983,0
"Ponce Inlet, FL",29.0963729,-80.9369983,1
"Port Orange, FL",29.1383165,-80.9956105,2
"Port Orange, FL",29.1383165,-80.9956105,3
"Port Orange, FL",29.1383165,-80.9956105,0
"Port Orange, FL",29.1383165,-80.9956105,1
"S Daytona Bch, FL",29.1953588,-81.0266779,2
"South Daytona, FL",29.1658158,-81.0044995,3
"West Melbourne, FL",28.0716832,-80.6533878,0
"Pinecrest, FL",25.6622835,-80.3070395,1
